ID,model,N,J,T,P,K,status,runtime,heuristics_time,total_time,gap,objective,nodes,iterations,timelimit,heuristics_limit
1,0,10,10,10,2000,3,OPTIMAL,0.13820791244506836,0.0,0.13820791244506836,0.0,24105.750465611694,3.0,789.0,120,60
1,1,10,10,10,2000,3,OPTIMAL,0.1290440559387207,12.052006721496582,12.181050777435303,0.0,24105.750465611694,3.0,789.0,120,60
1,2,10,10,10,2000,3,OPTIMAL,0.1385059356689453,12.052006721496582,12.190512657165527,0.0,24105.750465261983,3.0,812.0,120,60
2,0,10,10,50,2000,3,OPTIMAL,1.9907121658325195,0.0,1.9907121658325195,0.0,52608.65577388462,13.0,5818.0,120,60
2,1,10,10,50,2000,3,OPTIMAL,1.8475120067596436,59.846325397491455,61.6938374042511,0.0,52608.65577388462,5.0,5660.0,120,60
2,2,10,10,50,2000,3,OPTIMAL,2.272178888320923,59.846325397491455,62.11850428581238,0.0,52608.655778869055,5.0,5714.0,120,60
3,0,10,10,100,2000,3,OPTIMAL,4.888509035110474,0.0,4.888509035110474,0.0,90036.80746214278,3.0,7306.0,120,60
3,1,10,10,100,2000,3,OPTIMAL,4.8492419719696045,60.112425804138184,64.96166777610779,0.0,90072.82903503068,3.0,7299.0,120,60
3,2,10,10,100,2000,3,OPTIMAL,4.489351034164429,60.112425804138184,64.60177683830261,0.0,89698.30337212421,3.0,7276.0,120,60
4,0,10,40,10,2000,3,TIME_LIMIT,120.0008020401001,0.0,120.0008020401001,2.006469232992565,37301.70839161123,25510.0,827909.0,120,60
4,1,10,40,10,2000,3,TIME_LIMIT,120.00076985359192,14.416643619537354,134.41741347312927,1.8262204919146177,38085.77447835263,25143.0,779135.0,120,60
4,2,10,40,10,2000,3,TIME_LIMIT,120.00095796585083,14.416643619537354,134.41760158538818,1.9498146872907245,38032.858355485834,22364.0,708431.0,120,60
5,0,10,40,50,2000,3,TIME_LIMIT,120.00036811828613,0.0,120.00036811828613,inf,inf,2819.0,167650.0,120,60
5,1,10,40,50,2000,3,TIME_LIMIT,120.00429701805115,60.00204586982727,180.00634288787842,0.2790840977136751,337601.2106813695,1802.0,138099.0,120,60
5,2,10,40,50,2000,3,TIME_LIMIT,120.02159285545349,60.00204586982727,180.02363872528076,0.49839561459587106,476292.66503879055,865.0,61713.0,120,60
6,0,10,40,100,2000,3,TIME_LIMIT,120.00315117835999,0.0,120.00315117835999,inf,inf,745.0,119128.0,120,60
6,1,10,40,100,2000,3,TIME_LIMIT,120.00767207145691,60.13039565086365,180.13806772232056,0.7928929377718897,982633.0252518691,559.0,103313.0,120,60
6,2,10,40,100,2000,3,TIME_LIMIT,120.18912720680237,60.13039565086365,180.31952285766602,6.8460693043755,982633.0252518691,1.0,57179.0,120,60
7,0,10,80,10,2000,3,TIME_LIMIT,120.00010180473328,0.0,120.00010180473328,inf,inf,14196.0,583232.0,120,60
7,1,10,80,10,2000,3,TIME_LIMIT,120.00230288505554,16.35238289833069,136.35468578338623,1.7130190226976678,126012.72421267116,10561.0,622045.0,120,60
7,2,10,80,10,2000,3,TIME_LIMIT,120.00112009048462,16.35238289833069,136.3535029888153,1.7252202531401621,125840.7444226048,7378.0,494535.0,120,60
8,0,10,80,50,2000,3,TIME_LIMIT,120.00037789344788,0.0,120.00037789344788,inf,inf,623.0,171907.0,120,60
8,1,10,80,50,2000,3,TIME_LIMIT,120.00472593307495,60.08732295036316,180.0920488834381,1.8395730581645806,647033.7385699879,571.0,183663.0,120,60
8,2,10,80,50,2000,3,TIME_LIMIT,120.02537798881531,60.08732295036316,180.11270093917847,2.4949446299526112,647033.7385699879,244.0,81843.0,120,60
9,0,10,80,100,2000,3,TIME_LIMIT,120.02170610427856,0.0,120.02170610427856,inf,inf,504.0,114125.0,120,60
9,1,10,80,100,2000,3,TIME_LIMIT,120.00993394851685,60.13932514190674,180.14925909042358,1.6306285361916917,1115597.8262644876,469.0,118669.0,120,60
9,2,10,80,100,2000,3,TIME_LIMIT,120.02305388450623,60.13932514190674,180.16237902641296,11.065604870534177,1115597.8262644876,1.0,102608.0,120,60
10,0,20,10,10,2000,3,OPTIMAL,1.5252101421356201,0.0,1.5252101421356201,0.0,13233.651344078593,85.0,1207.0,120,60
10,1,20,10,10,2000,3,OPTIMAL,1.562303066253662,51.05472159385681,52.617024660110474,0.0,12722.537742344663,80.0,1173.0,120,60
10,2,20,10,10,2000,3,OPTIMAL,1.5904450416564941,51.05472159385681,52.645166635513306,0.0,12722.53774068132,77.0,1154.0,120,60
11,0,20,10,50,2000,3,OPTIMAL,6.38381290435791,0.0,6.38381290435791,0.0,70918.83276253566,3.0,5433.0,120,60
11,1,20,10,50,2000,3,OPTIMAL,6.5476648807525635,60.15719676017761,66.70486164093018,0.0,71069.65833543986,3.0,5420.0,120,60
11,2,20,10,50,2000,3,OPTIMAL,6.576782941818237,60.15719676017761,66.73397970199585,0.0,70958.1505775936,3.0,5459.0,120,60
12,0,20,10,100,2000,3,OPTIMAL,19.427638053894043,0.0,19.427638053894043,0.0,125332.5824995637,3.0,7633.0,120,60
12,1,20,10,100,2000,3,OPTIMAL,19.383896112442017,60.05940318107605,79.44329929351807,0.0,124824.68742714822,3.0,7702.0,120,60
12,2,20,10,100,2000,3,OPTIMAL,19.52107810974121,60.05940318107605,79.58048129081726,0.0,124885.10207804292,3.0,7575.0,120,60
