ID,model,N,J,T,P,K,status,runtime,heuristics_time,total_time,gap,objective,nodes,iterations,timelimit,heuristics_limit
8,1,10,80,50,2000,3,TIME_LIMIT,300.00259494781494,111.8771035671234,411.8796985149384,1.0336742118005298,1813296.8018548284,718.0,422969.0,300,120
8,2,10,80,50,2000,3,TIME_LIMIT,300.0093688964844,111.8771035671234,411.8864724636078,1.404519027757193,1813296.8018548284,547.0,137256.0,300,120
9,1,10,80,100,2000,3,TIME_LIMIT,300.0030839443207,120.14283967018127,420.145923614502,1.2438229610273652,4012391.5114269033,702.0,217533.0,300,120
9,2,10,80,100,2000,3,TIME_LIMIT,300.07359313964844,120.14283967018127,420.2164328098297,9.29743533197114,4012391.5114269033,1.0,146446.0,300,120
10,1,20,10,10,2000,3,OPTIMAL,2.597890853881836,89.66613674163818,92.26402759552002,0.0,68834.77294421196,55.0,1467.0,300,120
10,2,20,10,10,2000,3,OPTIMAL,2.325763940811157,89.66613674163818,91.99190068244934,0.0,68834.7729428634,55.0,1592.0,300,120
11,1,20,10,50,2000,3,OPTIMAL,15.696527004241943,120.23518013954164,135.93170714378357,0.0,576053.1018982679,3.0,8069.0,300,120
11,2,20,10,50,2000,3,OPTIMAL,16.495047092437744,120.23518013954164,136.73022723197937,0.0,576011.0208743364,3.0,8232.0,300,120
12,1,20,10,100,2000,3,OPTIMAL,62.59882688522339,121.01894402503969,183.61777091026303,0.0,1294787.3711448312,38.0,14472.0,300,120
12,2,20,10,100,2000,3,OPTIMAL,72.67775297164917,121.01894402503969,193.69669699668884,0.0,1298401.665122509,43.0,14908.0,300,120
13,1,20,40,10,2000,3,OPTIMAL,13.718960046768188,108.75714421272278,122.47610425949097,0.0,344910.24845682085,334.0,11060.0,300,120
13,2,20,40,10,2000,3,OPTIMAL,10.381196975708008,108.75714421272278,119.1383411884308,0.0,349548.53995195776,260.0,8909.0,300,120
14,1,20,40,50,2000,3,TIME_LIMIT,300.0523159503937,120.60386371612547,420.6561796665192,0.1726223769497818,2612942.035262674,1412.0,70767.0,300,120
14,2,20,40,50,2000,3,TIME_LIMIT,300.03952503204346,120.60386371612547,420.64338874816895,0.259828792481374,2624654.527051419,1323.0,70919.0,300,120
15,1,20,40,100,2000,3,TIME_LIMIT,300.09156703948975,120.25258874893188,420.3441557884216,0.2936965360143446,4634310.106555015,74.0,83032.0,300,120
15,2,20,40,100,2000,3,TIME_LIMIT,300.281378030777,120.25258874893188,420.53396677970886,3.5285843520233446,4634310.106555015,1.0,81368.0,300,120
16,1,20,80,10,2000,3,OPTIMAL,34.43971276283264,120.02412915229796,154.46384191513062,0.0,579935.7012018189,1156.0,20582.0,300,120
16,2,20,80,10,2000,3,OPTIMAL,38.460673093795776,120.02412915229796,158.48480224609375,0.0,579935.1193263792,1179.0,23564.0,300,120
17,1,20,80,50,2000,3,TIME_LIMIT,300.0428948402405,120.05256462097168,420.09545946121216,1.1432122284245665,5011375.548801705,587.0,84619.0,300,120
17,2,20,80,50,2000,3,TIME_LIMIT,300.05427384376526,120.05256462097168,420.10683846473694,1.133988505307624,5011375.548801705,314.0,75348.0,300,120
18,1,20,80,100,2000,3,TIME_LIMIT,300.0528178215027,120.16423106193542,420.2170488834381,30.572963147151903,9376678.562261283,1.0,118790.0,300,120
18,2,20,80,100,2000,3,TIME_LIMIT,300.0738289356232,120.16423106193542,420.2380599975586,30.572963147151903,9376678.562261283,1.0,83925.0,300,120
19,1,40,10,10,2000,3,OPTIMAL,12.129032850265505,120.5526957511902,132.6817286014557,0.0,175336.6946426928,3.0,2377.0,300,120
